order_id,order_item_id,order_status,order_purchase_timestamp,order_purchase_year,order_purchase_month,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,shipping_limit_date,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_id,seller_zip_code_prefix,seller_city,seller_state,product_id,product_category_name,product_category_name_english,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,item_total_value,payment_type_main,payment_types_used,payment_installments_total,payment_value_total,payment_count,delivery_days,estimated_delivery_days,delivery_delay_days,is_late_delivery,is_same_state_sale
866486663ab80949d218d95f36137006,1,delivered,2017-10-01 21:12:04,2017,10,2017-10-01 21:28:08,2017-10-02 18:08:47,2017-10-09 18:44:57,2017-11-08,2017-10-09 21:28:08,522e731850ed7f3cbf10fb2d23deb0d7,5a8a71817704cd776e8b9a4ba220b139,90550,porto alegre,RS,4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP,cad39e71c0fe2f6ce875040d4ac43a4b,relogios_presentes,watches_gifts,34.0,580.0,1.0,642.0,20.0,13.0,16.0,318.0,16.98,334.98,credit_card,credit_card,8.0,334.98,1.0,7.0,37,-30.0,False,False
e068f293bea19116e59f683da3f71e2c,1,delivered,2017-10-01 22:11:04,2017,10,2017-10-01 22:28:18,2017-10-02 20:36:38,2017-10-16 19:32:14,2017-11-07,2017-10-05 22:28:18,cce85635cd5f6932542c98fa9e115731,f9146edacdda47b012071f201b40f87c,63907,quixada,CE,eeb6de78f79159600292e314a77cbd18,88501,lages,SC,dff77495e86ee63b26d521d2b196ad0d,ferramentas_jardim,garden_tools,41.0,276.0,1.0,2900.0,16.0,12.0,37.0,269.0,68.18,337.18,credit_card,credit_card,3.0,337.18,1.0,14.0,36,-22.0,False,False
17a99f37c9e5cdf9e15df2b7d7e4df3a,1,delivered,2017-10-01 22:25:26,2017,10,2017-10-01 22:35:24,2017-10-03 15:28:57,2017-10-09 21:44:30,2017-10-18,2017-10-05 22:35:24,ddebb2c1ef54d5d045ebfa082cf869da,7da11710b7b7aeebec5c91a6057c9969,13214,jundiai,SP,05feb94f19d094d4b0f9281f0b1d4c99,8752,mogi das cruzes,SP,4d0322b5ddf89ce6a3564aca2e261a3a,ferramentas_jardim,garden_tools,57.0,2868.0,3.0,28300.0,87.0,45.0,42.0,1688.0,67.21,1755.21,credit_card,credit_card,8.0,1755.21,1.0,7.0,16,-9.0,False,True
5fce8f6bc4ab72e0f367e21d181bf6d2,1,delivered,2017-10-01 23:41:19,2017,10,2017-10-01 23:56:10,2017-10-04 19:36:11,2017-10-10 20:34:59,2017-10-26,2017-10-05 23:56:10,3cf509090b88103244b83a5b3923049d,f1aef84cc9848a0f2618b6cee49c8628,31742,belo horizonte,MG,1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,garden_tools,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,59.9,17.67,77.57,credit_card,credit_card,2.0,77.57,1.0,8.0,24,-16.0,False,False
fad7b215b5580be62da9ee48752cf0f5,1,delivered,2017-10-02 00:41:16,2017,10,2017-10-02 00:56:12,2017-10-03 12:26:06,2017-10-08 14:22:07,2017-10-26,2017-10-06 00:56:12,18e21bdddfe220123864e2454f356ab2,204c2ebdde411f63d41de3ff0f436a5e,4302,sao paulo,SP,26d8a1c7c75d513045798992ead43aa2,86800,apucarana,PR,ffb97eb64c6fe1baada2410288c04457,perfumaria,perfumery,43.0,800.0,2.0,390.0,22.0,12.0,15.0,182.99,14.3,197.29000000000002,credit_card,credit_card,4.0,197.29,1.0,6.0,23,-18.0,False,False
5420abaef4ca382f6916df704a0d54b0,1,delivered,2017-10-02 08:14:29,2017,10,2017-10-02 08:28:16,2017-10-02 16:52:50,2017-10-06 18:38:58,2017-10-25,2017-10-06 08:28:16,3395c163e2393e3650afccb071973039,586157a98f45171396825a40f6124ce0,31110,belo horizonte,MG,751bdc4d83a466c7206cd42e8f426b03,9405,ribeirao pires,SP,6ea6babb12521a80daebf65b6d0c864f,esporte_lazer,sports_leisure,50.0,970.0,1.0,600.0,16.0,16.0,16.0,249.99,18.0,267.99,credit_card,credit_card,5.0,267.99,1.0,4.0,22,-19.0,False,False
57f6d3bb73ed5867cdf53c4acff3f994,1,delivered,2017-10-02 08:53:47,2017,10,2017-10-02 09:07:12,2017-10-03 15:45:33,2017-10-25 18:29:00,2017-11-08,2017-10-06 09:07:12,73afc72acd21df38d6370f85e399dc31,076cec8e5fb147404b927d1d291ca1fd,99795,barra do rio azul,RS,a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG,8c591ab0ca519558779df02023177f44,ferramentas_jardim,garden_tools,47.0,1893.0,1.0,6050.0,20.0,20.0,20.0,99.0,49.71,148.71,credit_card,credit_card,1.0,148.71,1.0,23.0,36,-14.0,False,False
75a603587f83062993751067174b8cbe,1,delivered,2017-10-02 09:04:58,2017,10,2017-10-03 03:56:32,2017-10-06 20:57:30,2017-10-17 19:42:00,2017-11-03,2017-10-09 03:56:32,e7a85f7732b63aa1d69776cde5991ac8,4edc8b814260113b58134ee968726c5a,78260,araputanga,MT,1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,garden_tools,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,59.9,19.66,79.56,boleto,boleto,1.0,238.68,1.0,15.0,31,-17.0,False,False
75a603587f83062993751067174b8cbe,3,delivered,2017-10-02 09:04:58,2017,10,2017-10-03 03:56:32,2017-10-06 20:57:30,2017-10-17 19:42:00,2017-11-03,2017-10-09 03:56:32,e7a85f7732b63aa1d69776cde5991ac8,4edc8b814260113b58134ee968726c5a,78260,araputanga,MT,1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,garden_tools,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,59.9,19.66,79.56,boleto,boleto,1.0,238.68,1.0,15.0,31,-17.0,False,False
be40ba471371fdea735b41499c8655c7,1,delivered,2017-10-02 09:21:04,2017,10,2017-10-03 04:14:24,2017-10-03 19:18:11,2017-10-10 16:05:16,2017-10-31,2017-10-10 04:14:24,0c9a4971a6b2319c83049f113fb2eb48,6c01815e3234868f2c7816b02d9dc047,29200,guarapari,ES,bba74270a87732727b5a3b4fd9ac1c39,32604,betim,MG,a35ea299fbf8fc63d9faa23b77bf3eaf,esporte_lazer,sports_leisure,57.0,691.0,3.0,1700.0,16.0,11.0,25.0,44.99,18.59,63.58,boleto,boleto,1.0,127.16,1.0,8.0,28,-21.0,False,False
45f3c6b73e741b9f127da84371a0cd90,1,delivered,2017-10-02 09:55:36,2017,10,2017-10-03 04:28:24,2017-10-06 18:39:11,2017-10-19 16:36:39,2017-10-26,2017-10-09 04:28:24,c6d27a74743430e10b396edcb26d7e38,722a0971b48c4517b65ad01a1252e96c,72115,brasilia,DF,37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,consoles_games,49.0,100.0,4.0,150.0,16.0,12.0,12.0,19.9,15.1,35.0,boleto,boleto,1.0,35.0,1.0,17.0,23,-7.0,False,False
03054d8a8eefc2981cfad06f58e27979,1,delivered,2017-10-02 10:25:22,2017,10,2017-10-03 10:35:11,2017-10-09 17:57:50,2017-10-19 21:03:49,2017-10-25,2017-10-09 10:35:11,9bd2f246e81c19f65c539ce426288ef5,d46eb9ba6d6b75c1dac85b91911fc9c2,3560,sao paulo,SP,48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP,3e31fd1419cc4cd6adad1925e72e3a03,cool_stuff,cool_stuff,52.0,1170.0,1.0,400.0,25.0,10.0,11.0,58.9,15.16,74.06,credit_card,credit_card,7.0,74.06,1.0,17.0,22,-6.0,False,True
e481f51cbdc54678b7cc49136f2d6af7,1,delivered,2017-10-02 10:56:33,2017,10,2017-10-02 11:07:15,2017-10-04 19:55:00,2017-10-10 21:25:13,2017-10-18,2017-10-06 11:07:15,9ef432eb6251297304e76186b10a928d,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP,87285b34884572647811a353c7ac498a,utilidades_domesticas,housewares,40.0,268.0,4.0,500.0,19.0,8.0,13.0,29.99,8.72,38.71,voucher,credit_card|voucher,3.0,38.71,3.0,8.0,15,-8.0,False,True
b8d5cd6eb84d7b61c5c77ac4cb0b90b4,1,delivered,2017-10-02 11:37:10,2017,10,2017-10-02 11:49:25,2017-10-05 21:33:57,2017-10-19 21:43:55,2017-11-06,2017-10-06 11:49:25,dbf97c157f82439aa4e22e65e10ae811,612db24bd7ec741c98823a46c73aba21,55540,palmares,PE,1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP,53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,garden_tools,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,59.9,28.82,88.72,voucher,voucher,5.0,88.72,5.0,17.0,34,-18.0,False,False
75bd4b8877dbbc7d78b0cae0dddcff55,1,delivered,2017-10-02 12:22:51,2017,10,2017-10-05 11:04:32,2017-10-06 17:15:37,2017-10-19 15:13:45,2017-10-30,2017-10-11 11:04:32,b5ac954570be41582fcc06eb196cbc1d,fdf2aa05ddc445ebc83d7e2063fbcb4f,71200,brasilia,DF,4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP,7a10781637204d8d10485c71a6108a2e,relogios_presentes,watches_gifts,42.0,236.0,1.0,342.0,18.0,13.0,15.0,249.9,19.0,268.9,credit_card,credit_card,1.0,268.9,1.0,17.0,27,-11.0,False,False
d6e8909db886a81c5a4087d3a837003f,1,delivered,2017-10-02 12:34:13,2017,10,2017-10-05 12:28:27,2017-10-06 20:03:59,2017-10-18 23:12:48,2017-10-25,2017-10-11 12:28:27,31dcf859b26b69e249d9189f44b6adfb,d23eb64e4aadb6ddd37107c3bbfc36ce,20211,rio de janeiro,RJ,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,08667ce2730ce3fb20f04fe7bff92c0b,consoles_games,consoles_games,27.0,2448.0,4.0,225.0,17.0,6.0,15.0,89.99,15.38,105.36999999999999,credit_card,credit_card,3.0,105.37,1.0,16.0,22,-7.0,False,False
106dccd8cf01a9d15921ba6b3028a09d,1,delivered,2017-10-02 12:47:00,2017,10,2017-10-02 13:04:35,2017-10-02 18:38:57,2017-10-03 18:27:21,2017-10-18,2017-10-06 13:04:35,7a1a51cc44b9a60d0b751d3ae26a07d4,6537b7fadc28b640b12d156d4f299618,4521,sao paulo,SP,525e75a6fb1454a2325ab1734bcec221,6453,barueri,SP,4af81c9413dcb40e03e2a1bc15a6448b,automotivo,auto,57.0,804.0,7.0,133.0,18.0,2.0,14.0,49.9,7.78,57.68,credit_card,credit_card,1.0,57.68,1.0,1.0,15,-15.0,False,True
b7998b4687fee63c38995e856e63ae5f,1,delivered,2017-10-02 12:50:58,2017,10,2017-10-03 03:56:25,2017-10-04 09:36:59,2017-10-17 18:52:18,2017-10-24,2017-10-09 03:56:25,2a888c1244dc79321e00770c3b56268e,a3c23dfa4575563a4bc8167812eaddfc,13212,jundiai,SP,004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP,a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,bed_bath_table,58.0,223.0,1.0,2700.0,45.0,13.0,35.0,117.99,16.46,134.45,boleto,boleto,1.0,134.45,1.0,15.0,21,-7.0,False,True
449ddd1e13fed7e12cc60600ffeb3158,1,delivered,2017-10-02 12:57:58,2017,10,2017-10-02 17:49:14,2017-10-03 16:53:46,2017-10-10 18:24:01,2017-10-30,2017-10-06 17:49:14,076489247897b6f1f2a68de880fbc6f2,f1b17bbda9857396b20b1bd1d7f121cf,88160,biguacu,SC,08d2d642cf72b622b14dde1d2f5eb2f5,17512,marilia,SP,0f1734abf5ee5d3b99353b7ccb117426,relogios_presentes,watches_gifts,33.0,194.0,2.0,200.0,18.0,6.0,17.0,17.9,15.1,33.0,debit_card,debit_card,1.0,33.0,1.0,8.0,27,-20.0,False,False
099c89b21c9d60fe648ec0bbd837bb3e,1,delivered,2017-10-02 13:24:23,2017,10,2017-10-02 13:49:37,2017-10-06 15:33:50,2017-10-09 15:38:19,2017-10-18,2017-10-06 13:49:37,d734d17e8f83265b2dd1054ca7990b57,149966467edccf72f92260992e235731,9617,sao bernardo do campo,SP,b2ba3715d723d245138f291a6fe42594,3470,sao paulo,SP,e6b6e13cf71449a457269f425b89dc74,audio,audio,38.0,2887.0,1.0,588.0,19.0,14.0,17.0,98.9,7.95,106.85000000000001,credit_card,credit_card,1.0,106.85,1.0,7.0,15,-9.0,False,True
0da30436a667e82020c86b5da53c0b21,1,delivered,2017-10-02 13:26:57,2017,10,2017-10-02 13:49:17,2017-10-05 15:52:40,2017-10-16 23:37:27,2017-10-27,2017-10-06 13:49:17,173dc820ddfe9158a405a66f49c6b016,722bb37576f5e23b122e3859544ace81,65068,sao luis,MA,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,8135b72ac72267bd0dd2fe06bcee1320,moveis_decoracao,furniture_decor,37.0,748.0,3.0,550.0,16.0,40.0,15.0,249.99,37.07,287.06,credit_card,credit_card,1.0,287.06,1.0,14.0,24,-11.0,False,False
71f3711def0641f613b693af7bf61083,1,delivered,2017-10-02 13:45:58,2017,10,2017-10-04 03:04:13,2017-10-05 15:53:59,2017-10-27 19:22:03,2017-11-01,2017-10-10 03:04:13,18eb70a38a00f5203e6449011e998840,8f29ee8f73c19eec34ae94cc73ea90f6,91160,porto alegre,RS,4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP,fe95eb948375116da759c8ef60295001,cama_mesa_banho,bed_bath_table,58.0,556.0,1.0,800.0,45.0,15.0,35.0,65.9,16.22,82.12,boleto,boleto,1.0,82.12,1.0,25.0,29,-5.0,False,False
83db5c54cc71b8c55ff3cb2034c66ecf,1,delivered,2017-10-02 13:53:08,2017,10,2017-10-02 14:07:27,2017-10-04 14:45:10,2017-10-16 23:23:45,2017-10-30,2017-10-06 14:07:27,c4b745a37257589fa03b3f5417a065bb,c1c694f4c218a7c0d747c89bbd1f4d02,75690,caldas novas,GO,7a67c85e85bb2ce8582c35f2203ad736,3426,sao paulo,SP,d7d5562fce331ad958ca6f57057b3526,cool_stuff,cool_stuff,33.0,910.0,1.0,700.0,42.0,25.0,15.0,59.99,17.67,77.66,credit_card,credit_card,1.0,77.66,1.0,14.0,27,-14.0,False,False
c6e024e14773d2ff5afd6daeaaa9239c,1,delivered,2017-10-02 13:56:53,2017,10,2017-10-04 03:07:16,2017-10-05 15:58:12,2017-10-13 17:05:44,2017-10-31,2017-10-10 03:07:16,072727b98246cb0cc8d55699bb4aaa8a,513f80bafbfe8644ae3f1b65f1fed18c,15400,olimpia,SP,a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG,c4baedd846ed09b85f78a781b522f126,ferramentas_jardim,garden_tools,58.0,1893.0,1.0,5950.0,20.0,20.0,20.0,99.0,38.53,137.53,boleto,boleto,1.0,137.53,1.0,11.0,28,-18.0,False,False
7950da660ed653b5a9b6ee668da63857,1,delivered,2017-10-02 14:16:46,2017,10,2017-10-02 14:28:18,2017-10-04 21:39:49,2017-10-09 23:44:06,2017-10-18,2017-10-06 14:28:18,839112f54a5bce3abf98574872d91859,b02a5df6d2bc1bfed97344b56b7f218a,4303,sao paulo,SP,7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP,68a806c992c807c249f0a433a4e9a1f4,moveis_decoracao,furniture_decor,54.0,419.0,1.0,1400.0,40.0,10.0,40.0,89.9,9.44,99.34,credit_card,credit_card,2.0,99.34,1.0,7.0,15,-9.0,False,True
3e1932d12fea3c82f976273812475645,1,delivered,2017-10-02 14:18:49,2017,10,2017-10-04 03:03:58,2017-10-04 20:12:21,2017-10-06 21:24:43,2017-10-18,2017-10-10 03:03:58,40228a7f6bb0be18565a2da05351cfb4,66bf567cb0c92335b9df1ec2b17106bd,5223,sao paulo,SP,3c7c4a49ec3c6550809089c6a2ca9370,3804,sao paulo,SP,75c06ee06b201f9b6301d2b5e72993f8,perfumaria,perfumery,54.0,939.0,1.0,50.0,16.0,5.0,11.0,13.99,7.78,21.77,boleto,boleto,1.0,21.77,1.0,4.0,15,-12.0,False,True
f5f61cf2cbe09e08293021b6b12d9e4d,1,delivered,2017-10-02 14:34:39,2017,10,2017-10-02 14:49:14,2017-10-05 19:16:43,2017-10-18 22:15:00,2017-10-26,2017-10-06 14:49:14,a7e3acb56bdf39422a21ad5cb963d5ec,ed91cb31ad305a9d08cbe672a0cab0d9,29166,serra,ES,4559697a8f7e637227c2eeaed843baff,19029,presidente prudente,SP,e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,home_appliances,48.0,543.0,2.0,1200.0,35.0,20.0,30.0,69.9,17.74,87.64,credit_card,credit_card,1.0,87.64,1.0,16.0,23,-8.0,False,False
eae7c385faf129f9e3dfa314bda4d979,2,delivered,2017-10-02 14:50:52,2017,10,2017-10-02 15:04:33,2017-10-03 16:12:56,2017-10-14 00:27:48,2017-10-26,2017-10-06 15:04:33,1ab8e0c89bc86653d00e6ce606d71e18,ac9414c0e58a953e90704b68745f9105,75093,anapolis,GO,1c129092bf23f28a5930387c980c0dfc,2972,sao paulo,SP,ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,bed_bath_table,38.0,735.0,5.0,800.0,20.0,20.0,20.0,45.9,16.11,62.01,credit_card,credit_card,3.0,124.02,1.0,11.0,23,-12.0,False,False
6d771a62f8e59777188b20db61acb214,1,delivered,2017-10-02 14:57:03,2017,10,2017-10-02 15:07:16,2017-10-03 15:29:00,2017-10-06 17:05:35,2017-10-30,2017-10-09 15:07:16,da2468255bbed189389e37ff2b98c534,fe99c37acdbd978fecb62eea4c58f415,29845,boa esperanca,ES,d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,SP,1c36a5285f7f3b1ed2637d7c528ce5ff,malas_acessorios,luggage_accessories,21.0,769.0,4.0,1600.0,55.0,37.0,30.0,89.99,45.09,135.07999999999998,credit_card,credit_card,3.0,135.08,1.0,4.0,27,-24.0,False,False
758d60d6a43952b7dd1e130edd26a18d,1,delivered,2017-10-02 15:20:44,2017,10,2017-10-02 15:35:19,2017-10-04 15:43:04,2017-10-05 21:11:02,2017-10-18,2017-10-06 15:35:19,e8df9a2dedb6f1ce8db6910fd1772c16,90d5bf1d8ecc05b41e7a02731ac91a71,15813,catanduva,SP,dc4a0fc896dc34b0d5bfec8438291c80,14940,ibitinga,SP,d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,bed_bath_table,53.0,155.0,2.0,1500.0,39.0,12.0,25.0,95.03,12.62,107.65,credit_card,credit_card,2.0,107.65,1.0,3.0,15,-13.0,False,True
ccd7d7de58c07e32a30717c6d7f5949d,1,delivered,2017-10-02 15:38:54,2017,10,2017-10-04 03:04:08,2017-10-04 18:17:49,2017-10-24 15:44:02,2017-11-01,2017-10-10 03:04:08,9e5557654c1e107f0924b9f01df10579,ea7961b4e11666cb0ae9cce850b83aaa,48970,senhor do bonfim,BA,6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP,a09fb9f597a4b8a13ab0c72d70c77081,relogios_presentes,watches_gifts,56.0,610.0,6.0,250.0,16.0,2.0,11.0,88.0,17.06,105.06,boleto,boleto,1.0,105.06,1.0,22.0,29,-8.0,False,False
9aec4e1ae90b23c7bf2d2b3bfafbd943,1,delivered,2017-10-02 15:49:23,2017,10,2017-10-02 16:05:19,2017-10-09 21:33:34,2017-10-11 17:11:54,2017-10-24,2017-10-13 16:05:19,e7d6802668de6e74d0d6c56565bf2a24,3d47f4368ccc8e1bb4c4a12dbda7111b,4011,sao paulo,SP,7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP,0db4869ac8a908414823d44d742f5ba3,moveis_escritorio,office_furniture,47.0,1158.0,1.0,17000.0,63.0,58.0,24.0,199.99,88.57,288.56,credit_card,credit_card,10.0,2234.66,1.0,9.0,21,-13.0,False,True
9aec4e1ae90b23c7bf2d2b3bfafbd943,9,delivered,2017-10-02 15:49:23,2017,10,2017-10-02 16:05:19,2017-10-09 21:33:34,2017-10-11 17:11:54,2017-10-24,2017-10-13 16:05:19,e7d6802668de6e74d0d6c56565bf2a24,3d47f4368ccc8e1bb4c4a12dbda7111b,4011,sao paulo,SP,7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP,0db4869ac8a908414823d44d742f5ba3,moveis_escritorio,office_furniture,47.0,1158.0,1.0,17000.0,63.0,58.0,24.0,199.99,88.57,288.56,credit_card,credit_card,10.0,2234.66,1.0,9.0,21,-13.0,False,True
9aec4e1ae90b23c7bf2d2b3bfafbd943,10,delivered,2017-10-02 15:49:23,2017,10,2017-10-02 16:05:19,2017-10-09 21:33:34,2017-10-11 17:11:54,2017-10-24,2017-10-13 16:05:19,e7d6802668de6e74d0d6c56565bf2a24,3d47f4368ccc8e1bb4c4a12dbda7111b,4011,sao paulo,SP,7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP,47920da896bbd89e851429c78a7a7a8b,moveis_escritorio,office_furniture,55.0,1086.0,2.0,19400.0,48.0,45.0,56.0,179.99,0.08,180.07000000000002,credit_card,credit_card,10.0,2234.66,1.0,9.0,21,-13.0,False,True
cd40bf01af63092e8abbe10a893710be,1,delivered,2017-10-02 16:29:42,2017,10,2017-10-02 16:49:21,2017-10-03 17:10:13,2017-10-11 00:51:26,2017-10-27,2017-10-06 16:49:21,c2ba1add3e5b2df51357caedcf3ed04f,313356b1d0c1460ef5ba54625e25d3fa,28625,nova friburgo,RJ,c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP,4cb6e86e1328e77e20b5f90771683cbe,esporte_lazer,sports_leisure,46.0,728.0,1.0,1100.0,22.0,27.0,22.0,104.0,17.98,121.98,credit_card,credit_card,2.0,121.98,1.0,8.0,24,-16.0,False,False
7a16d8eadd3c788ef0386c78218da6cc,1,delivered,2017-10-02 16:37:55,2017,10,2017-10-04 02:49:27,2017-10-04 19:49:54,2017-10-10 19:52:01,2017-10-27,2017-10-10 02:49:27,82df80d0b10227cfb73163fe5c9a30f5,636f3c8273a58f046ed964f00f3153db,38401,uberlandia,MG,615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,575617410387f4e614f39628fe8e81bd,esporte_lazer,sports_leisure,31.0,242.0,2.0,500.0,16.0,11.0,11.0,33.1,15.1,48.2,boleto,boleto,1.0,96.4,1.0,8.0,24,-17.0,False,False
18a2975cf60c93ee6d1b866f3f040633,1,delivered,2017-10-02 16:39:00,2017,10,2017-10-02 16:49:29,2017-10-04 21:04:26,2017-10-10 17:13:59,2017-11-03,2017-10-13 16:49:29,a6a53a21b27c88cd037a75646ad9fd8b,afa7e011bb39c57c1a6576b4d8f4f8b0,13561,sao carlos,SP,cce6ab8d1682639fe45ab70234f1665f,81020,curitiba,SP,e2e426d1332240070b0a836a854d057b,cama_mesa_banho,bed_bath_table,57.0,701.0,2.0,1100.0,50.0,12.0,12.0,40.0,17.6,57.6,credit_card,credit_card,2.0,57.6,1.0,8.0,31,-24.0,False,True
8b2f26bb118efedc4e82ab2f14f64106,2,delivered,2017-10-02 16:41:43,2017,10,2017-10-04 02:43:59,2017-10-09 21:24:08,2017-10-13 23:44:05,2017-10-24,2017-10-10 02:43:59,8a337d8b00d61bb535a26fe68db50a11,b53511e0bbf90c3934069a666ae37004,18607,botucatu,SP,1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP,0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,garden_tools,57.0,339.0,2.0,1800.0,37.0,22.0,40.0,59.9,13.44,73.34,boleto,boleto,1.0,220.02,1.0,11.0,21,-11.0,False,True
8b2f26bb118efedc4e82ab2f14f64106,3,delivered,2017-10-02 16:41:43,2017,10,2017-10-04 02:43:59,2017-10-09 21:24:08,2017-10-13 23:44:05,2017-10-24,2017-10-10 02:43:59,8a337d8b00d61bb535a26fe68db50a11,b53511e0bbf90c3934069a666ae37004,18607,botucatu,SP,1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP,0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,garden_tools,57.0,339.0,2.0,1800.0,37.0,22.0,40.0,59.9,13.44,73.34,boleto,boleto,1.0,220.02,1.0,11.0,21,-11.0,False,True
ceb7c08202398e1199531a274b1e9922,1,delivered,2017-10-02 17:32:29,2017,10,2017-10-02 17:49:13,2017-10-05 21:09:47,2017-10-11 19:46:35,2017-10-30,2017-10-19 18:49:13,72556734b42bbe174271149ac8ce85e6,a5a5874771d6f2d23d5e6134e2dc8015,9750,sao bernardo do campo,SP,59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP,6c34d241bbd85d693f1fee6a4b8a8e2b,eletroportateis,small_appliances,40.0,753.0,2.0,7350.0,35.0,35.0,40.0,845.0,35.51,880.51,credit_card,credit_card,1.0,880.51,1.0,9.0,27,-19.0,False,True
9d40c94d64ccd5ebd1cc2aa276e75522,2,delivered,2017-10-02 17:41:37,2017,10,2017-10-03 04:23:39,2017-10-04 14:10:59,2017-10-11 17:25:18,2017-10-26,2017-10-09 04:23:39,032f3aa672886e0ba37ee901091d13b1,d7ecdd9d0157e03280d9ba2f2330d353,31742,belo horizonte,MG,1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP,5b226d7c52f86ac72457617f78cff95d,cama_mesa_banho,bed_bath_table,50.0,381.0,1.0,875.0,25.0,18.0,40.0,56.99,16.16,73.15,boleto,boleto,1.0,219.45,1.0,8.0,23,-15.0,False,False
9cf6e3606af3b114428d4fed81663328,1,delivered,2017-10-02 17:59:25,2017,10,2017-10-02 18:14:19,2017-10-04 11:13:47,2017-10-10 22:15:49,2017-10-24,2017-10-06 18:14:19,78f0a23ab766cbadc53402d12b7ae0a5,04fc5f7b626b7d8082d4a81ec33f8b83,13177,sumare,SP,4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP,7340a3839a1de1e99d149b8cf052a2ec,cama_mesa_banho,bed_bath_table,56.0,536.0,1.0,800.0,45.0,15.0,35.0,69.9,12.83,82.73,credit_card,credit_card,1.0,82.73,1.0,8.0,21,-14.0,False,True
2b7d922e73fbd058099b6ff4b33e99f7,1,delivered,2017-10-02 18:02:21,2017,10,2017-10-02 18:14:22,2017-10-04 13:39:00,2017-10-16 21:37:57,2017-10-30,2017-10-06 18:14:22,0ea66986b3704c6a5212c9327cb5a27c,6b2d7f91275bd405af986115bcaa5fa9,78068,cuiaba,MT,7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,228f57b1acb5bdce9401c58653c8cc14,relogios_presentes,watches_gifts,39.0,542.0,1.0,433.0,21.0,12.0,16.0,169.99,17.76,187.75,credit_card,credit_card,4.0,187.75,1.0,14.0,27,-14.0,False,False
689bab76a2f9102a2fe1eaa764c34942,1,delivered,2017-10-02 18:05:25,2017,10,2017-10-02 18:25:11,2017-10-03 19:13:51,2017-10-04 20:03:12,2017-10-19,2017-10-09 18:25:11,790c441f6454a3984bdbe65de6b56463,c4c39534aa08bb81ab13c2e2daa6a18d,7600,mairipora,SP,25cf099de44674fde97473224f9d59ab,6716,cotia,SP,8e5e831d742acedb1758e90e18974231,automotivo,auto,55.0,520.0,1.0,550.0,20.0,15.0,15.0,30.0,7.78,37.78,credit_card,credit_card,1.0,37.78,1.0,2.0,16,-15.0,False,True
